	text	pos
4220	##기업에	[('#', 'SW'), ('#', 'SW'), ('기업', 'NNG'), ('에', 'JKB')]
4221	전투에	[('전투', 'NNG'), ('에', 'JKB')]
4222	운동에	[('운동', 'NNG'), ('에', 'JKB')]
4223	서명을	[('서명', 'NNG'), ('을', 'JKO')]
4224	##터에서	[('#', 'SW'), ('#', 'SW'), ('터', 'NNB'), ('에서', 'JKB')]
4225	현황을	[('현황', 'NNG'), ('을', 'JKO')]
4226	강의를	[('강의', 'NNG'), ('를', 'JKO')]
4227	남쪽으로	[('남쪽', 'NNG'), ('으로', 'JKB')]
4228	##소송을	[('#', 'SW'), ('#', 'SW'), ('소송', 'NNP'), ('을', 'JKO')]
4229	##죄를	[('#', 'SW'), ('#', 'SW'), ('죄', 'NNG'), ('를', 'JKO')]
4230	상대방의	[('상대방', 'NNG'), ('의', 'JKG')]
4231	자녀의	[('자녀', 'NNG'), ('의', 'JKG')]
4232	9월부터	[('9월', 'NNP'), ('부터', 'JX')]
4233	##금에	[('#', 'SW'), ('#', 'SW'), ('금', 'NNG'), ('에', 'JKB')]
4234	진출에	[('진출', 'NNG'), ('에', 'JKB')]
4235	##공항을	[('#', 'SW'), ('#', 'SW'), ('공항', 'NNP'), ('을', 'JKO')]
4236	과거를	[('과거', 'NNG'), ('를', 'JKO')]
4237	##저의	[('#', 'SW'), ('#', 'SW'), ('저', 'NP'), ('의', 'JKG')]
4238	임의	[('임', 'NNP'), ('의', 'JKG')]
4239	성우는	[('성우', 'NNP'), ('는', 'JX')]
4240	의혹과	[('의혹', 'NNG'), ('과', 'JC')]
4241	세력의	[('세력', 'NNG'), ('의', 'JKG')]
4242	6월에	[('6월', 'NNP'), ('에', 'JKB')]
4243	단체의	[('단체', 'NNG'), ('의', 'JKG')]
4244	변화의	[('변화', 'NNG'), ('의', 'JKG')]
4245	기대에	[('기대', 'NNG'), ('에', 'JKB')]
4246	한반도의	[('한반도', 'NNP'), ('의', 'JKG')]
4247	##칙을	[('#', 'SW'), ('#', 'SW'), ('칙', 'NNG'), ('을', 'JKO')]
4248	##천의	[('#', 'SW'), ('#', 'SW'), ('천', 'NNP'), ('의', 'JKG')]
4249	제목으로	[('제목', 'NNG'), ('으로', 'JKB')]
4250	서울은	[('서울', 'NNP'), ('은', 'JX')]
4251	구간을	[('구간', 'NNP'), ('을', 'JKO')]
4252	물질을	[('물질', 'NNG'), ('을', 'JKO')]
4253	배에	[('배', 'NNG'), ('에', 'JKB')]
4254	보이기도	[('보이', 'VV'), ('기', 'ETN'), ('도', 'JX')]
4255	흉기로	[('흉기', 'NNG'), ('로', 'JKB')]
4256	##왕은	[('#', 'SW'), ('#', 'SW'), ('왕', 'NNG'), ('은', 'JX')]
4257	##머리를	[('#', 'SW'), ('#', 'SW'), ('머리', 'NNP'), ('를', 'JKO')]
4258	반발을	[('반발', 'NNG'), ('을', 'JKO')]
4259	도시는	[('도시', 'NNG'), ('는', 'JX')]
4260	##기관을	[('#', 'SW'), ('#', 'SW'), ('기관', 'NNG'), ('을', 'JKO')]
4261	##행위에	[('#', 'SW'), ('#', 'SW'), ('행위', 'NNP'), ('에', 'JKB')]
4262	양측은	[('양측', 'NNG'), ('은', 'JX')]
4263	군에	[('군', 'NNG'), ('에', 'JKB')]
4264	##학은	[('#', 'SW'), ('#', 'SW'), ('학', 'NNG'), ('은', 'JX')]
4265	저와	[('저', 'NP'), ('와', 'JKB')]
4266	##쪽에서	[('#', 'SW'), ('#', 'SW'), ('쪽', 'NNB'), ('에서', 'JKB')]
4267	정도만	[('정도', 'NNG'), ('만', 'JX')]
4268	애틀랜	[('애', 'NNG'), ('트', 'VV'), ('ㄹ래', 'EC'), ('ㄴ', 'JX')]
4269	##콘서	[('#', 'SW'), ('#', 'SW'), ('콘', 'NNP'), ('서', 'JKB')]
4270	사무실을	[('사무실', 'NNG'), ('을', 'JKO')]
4271	앞의	[('앞', 'NNG'), ('의', 'JKG')]
4272	유형의	[('유형', 'NNP'), ('의', 'JKG')]
4273	##로에서	[('#', 'SW'), ('#', 'SW'), ('로', 'JKB'), ('에서', 'JKB')]
4274	맥도날	[('맥', 'NNG'), ('도나', 'NNP'), ('ㄹ', 'JKO')]
4275	##훈은	[('#', 'SW'), ('#', 'SW'), ('훈', 'NNP'), ('은', 'JX')]
4276	##포는	[('#', 'SW'), ('#', 'SW'), ('포', 'NNP'), ('는', 'JX')]
4277	플랫폼을	[('플랫폼', 'NNP'), ('을', 'JKO')]
4278	취지의	[('취지', 'NNG'), ('의', 'JKG')]
4279	설치를	[('설치', 'NNG'), ('를', 'JKO')]
4280	2명의	[('2', 'SN'), ('명', 'NNB'), ('의', 'JKG')]
4281	대학은	[('대학', 'NNG'), ('은', 'JX')]
4282	일본에서는	[('일본', 'NNP'), ('에서', 'JKB'), ('는', 'JX')]
4283	법과	[('법', 'NNG'), ('과', 'JC')]
4284	본회의를	[('본회의', 'NNG'), ('를', 'JKO')]
4285	##주의와	[('#', 'SW'), ('#', 'SW'), ('주의', 'NNP'), ('와', 'JC')]
4286	스마트폰으로	[('스마트폰', 'NNP'), ('으로', 'JKB')]
4287	문서에	[('문서', 'NNG'), ('에', 'JKB')]
4288	응답자의	[('응답자', 'NNG'), ('의', 'JKG')]
4289	대표에게	[('대표', 'NNG'), ('에게', 'JKB')]
4290	구조조정을	[('구조조정', 'NNP'), ('을', 'JKO')]
4291	자격으로	[('자격', 'NNG'), ('으로', 'JKB')]
4292	기대감을	[('기대감', 'NNG'), ('을', 'JKO')]
4293	대결을	[('대결', 'NNG'), ('을', 'JKO')]
4294	현장의	[('현장', 'NNG'), ('의', 'JKG')]
4295	번호를	[('번호', 'NNG'), ('를', 'JKO')]
4296	독립을	[('독립', 'NNG'), ('을', 'JKO')]
4297	##자이다	[('#', 'SW'), ('#', 'SW'), ('자이', 'NNP'), ('다', 'JX')]
4298	모습과	[('모습', 'NNG'), ('과', 'JC')]
4299	기업으로	[('기업', 'NNG'), ('으로', 'JKB')]
4300	##단체의	[('#', 'SW'), ('#', 'SW'), ('단체', 'NNP'), ('의', 'JKG')]
4301	돌을	[('돌', 'NNG'), ('을', 'JKO')]
4302	사고의	[('사고', 'NNG'), ('의', 'JKG')]
4303	역할은	[('역할', 'NNG'), ('은', 'JX')]
4304	##처의	[('#', 'SW'), ('#', 'SW'), ('처', 'NNG'), ('의', 'JKG')]
4305	등에게	[('등', 'NNB'), ('에게', 'JKB')]
4306	자연의	[('자연', 'NNG'), ('의', 'JKG')]
4307	##퍼는	[('#', 'SW'), ('#', 'SW'), ('푸', 'VV'), ('어', 'EC'), ('는', 'JX')]
4308	새누리당과	[('새누리당', 'NNP'), ('과', 'JC')]
4309	과제로	[('과제', 'NNG'), ('로', 'JKB')]
4310	사기를	[('사기', 'NNG'), ('를', 'JKO')]
4311	##만원에서	[('#', 'SW'), ('#', 'SW'), ('만원', 'NNP'), ('에서', 'JKB')]
4312	##독을	[('#', 'SW'), ('#', 'SW'), ('독', 'NNP'), ('을', 'JKO')]
4313	요건을	[('요건', 'NNG'), ('을', 'JKO')]
4314	설정을	[('설정', 'NNG'), ('을', 'JKO')]
4315	자살을	[('자살', 'NNG'), ('을', 'JKO')]
4316	##품은	[('#', 'SW'), ('#', 'SW'), ('품', 'NNG'), ('은', 'JX')]
4317	입지를	[('입지', 'NNG'), ('를', 'JKO')]
4318	여당은	[('여당', 'NNG'), ('은', 'JX')]
4319	직장을	[('직장', 'NNG'), ('을', 'JKO')]
4320	원칙적으로	[('원칙', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
4321	##너를	[('#', 'SW'), ('#', 'SW'), ('너', 'NP'), ('를', 'JKO')]
4322	정치의	[('정치', 'NNG'), ('의', 'JKG')]
4323	눈앞에	[('눈앞', 'NNG'), ('에', 'JKB')]
4324	##I는	[('#', 'SW'), ('#', 'SW'), ('I', 'SL'), ('는', 'JX')]
4325	택시를	[('택시', 'NNG'), ('를', 'JKO')]
4326	##직으로	[('#', 'SW'), ('#', 'SW'), ('직', 'NNG'), ('으로', 'JKB')]
4327	위와	[('위', 'NNG'), ('와', 'JC')]
4328	##사실을	[('#', 'SW'), ('#', 'SW'), ('사실', 'NNG'), ('을', 'JKO')]
4329	어둠의	[('어둠', 'NNP'), ('의', 'JKG')]
4330	분들도	[('분', 'NNB'), ('들', 'XSN'), ('도', 'JX')]
4331	주위를	[('주위', 'NNG'), ('를', 'JKO')]
4332	##코와	[('#', 'SW'), ('#', 'SW'), ('코', 'NNG'), ('와', 'JC')]
4333	##돌아	[('#', 'SW'), ('#', 'SW'), ('돌', 'NNP'), ('아', 'JKV')]
4334	지침을	[('지침', 'NNG'), ('을', 'JKO')]
4335	##협약을	[('#', 'SW'), ('#', 'SW'), ('협약', 'NNG'), ('을', 'JKO')]
4336	지도를	[('지도', 'NNG'), ('를', 'JKO')]
4337	상황에서도	[('상황', 'NNG'), ('에서', 'JKB'), ('도', 'JX')]
4338	마법을	[('마법', 'NNP'), ('을', 'JKO')]
4339	질을	[('질', 'NNG'), ('을', 'JKO')]
4340	##질과	[('#', 'SW'), ('#', 'SW'), ('질', 'XSN'), ('과', 'JC')]
4341	주석은	[('주석', 'NNP'), ('은', 'JX')]
4342	통째로	[('통째', 'NNG'), ('로', 'JKB')]
4343	대표적으로	[('대표', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
4344	야권의	[('야권', 'NNG'), ('의', 'JKG')]
4345	본부장은	[('본부장', 'NNG'), ('은', 'JX')]
4346	원내대표와	[('원내대표', 'NNP'), ('와', 'JC')]
4347	최적의	[('최적', 'NNG'), ('의', 'JKG')]
4348	구멍을	[('구멍', 'NNG'), ('을', 'JKO')]
4349	미국에서는	[('미국', 'NNP'), ('에서', 'JKB'), ('는', 'JX')]
4350	##철을	[('#', 'SW'), ('#', 'SW'), ('철', 'NNG'), ('을', 'JKO')]
4351	언어를	[('언어', 'NNG'), ('를', 'JKO')]
4352	뇌물을	[('뇌물', 'NNG'), ('을', 'JKO')]
4353	실패로	[('실패', 'NNG'), ('로', 'JKB')]
4354	벌써부터	[('벌써', 'MAG'), ('부터', 'JX')]
4355	##종과	[('#', 'SW'), ('#', 'SW'), ('종', 'NNP'), ('과', 'JC')]
4356	##란은	[('#', 'SW'), ('#', 'SW'), ('란', 'NNP'), ('은', 'JX')]
4357	##귀를	[('#', 'SW'), ('#', 'SW'), ('귀', 'NNG'), ('를', 'JKO')]
4358	언론을	[('언론', 'NNG'), ('을', 'JKO')]
4359	역은	[('역', 'NNG'), ('은', 'JX')]
4360	##리언	[('#', 'SW'), ('#', 'SW'), ('리어', 'NNP'), ('ㄴ', 'JX')]
4361	##망의	[('#', 'SW'), ('#', 'SW'), ('망', 'NNG'), ('의', 'JKG')]
4362	회견에서	[('회견', 'NNG'), ('에서', 'JKB')]
4363	신문에	[('신문', 'NNG'), ('에', 'JKB')]
4364	향상을	[('향상', 'NNG'), ('을', 'JKO')]
4365	성향을	[('성향', 'NNG'), ('을', 'JKO')]
4366	등지에서	[('등지', 'NNP'), ('에서', 'JKB')]
4367	의사의	[('의사', 'NNG'), ('의', 'JKG')]
4368	한편으로는	[('한편', 'NNG'), ('으로', 'JKB'), ('는', 'JX')]
4369	눈치를	[('눈치', 'NNG'), ('를', 'JKO')]
4370	일정으로	[('일정', 'NNG'), ('으로', 'JKB')]
4371	업체를	[('업체', 'NNG'), ('를', 'JKO')]
4372	이사는	[('이사', 'NNG'), ('는', 'JX')]
4373	##길로	[('#', 'SW'), ('#', 'SW'), ('길', 'NNG'), ('로', 'JKB')]
4374	이례적으로	[('이례', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
4375	스토리를	[('스토리', 'NNP'), ('를', 'JKO')]
4376	년까지	[('년', 'NNB'), ('까지', 'JX')]
4377	외부에	[('외부', 'NNG'), ('에', 'JKB')]
4378	산을	[('산', 'NNG'), ('을', 'JKO')]
4379	일의	[('일', 'NNG'), ('의', 'JKG')]
4380	기준은	[('기준', 'NNG'), ('은', 'JX')]
4381	행복을	[('행복', 'NNG'), ('을', 'JKO')]
4382	cnn의	[('cnn', 'SL'), ('의', 'JKG')]
4383	태양의	[('태양', 'NNP'), ('의', 'JKG')]
4384	아이에게	[('아이', 'NNG'), ('에게', 'JKB')]
4385	의심을	[('의심', 'NNG'), ('을', 'JKO')]
4386	없이도	[('없이', 'MAG'), ('도', 'JX')]
4387	##군에서	[('#', 'SW'), ('#', 'SW'), ('군', 'NNG'), ('에서', 'JKB')]
4388	축구를	[('축구', 'NNG'), ('를', 'JKO')]
4389	소설을	[('소설', 'NNG'), ('을', 'JKO')]
4390	민심을	[('민심', 'NNG'), ('을', 'JKO')]
4391	후보에게	[('후보', 'NNG'), ('에게', 'JKB')]
4392	판결에	[('판결', 'NNG'), ('에', 'JKB')]
4393	##아닌	[('#', 'SW'), ('#', 'SW'), ('아니', 'NNP'), ('ㄴ', 'JX')]
4394	조항을	[('조항', 'NNG'), ('을', 'JKO')]
4395	주민들에게	[('주민', 'NNG'), ('들', 'XSN'), ('에게', 'JKB')]
4396	##극을	[('#', 'SW'), ('#', 'SW'), ('극', 'NNG'), ('을', 'JKO')]
4397	##인지를	[('#', 'SW'), ('#', 'SW'), ('인지', 'NNP'), ('를', 'JKO')]
4398	##께서는	[('#', 'SW'), ('#', 'SW'), ('께서', 'JKS'), ('는', 'JX')]
4399	오해를	[('오해', 'NNG'), ('를', 'JKO')]
4400	정황을	[('정황', 'NNG'), ('을', 'JKO')]
4401	섬에	[('섬', 'NNG'), ('에', 'JKB')]
4402	재능을	[('재능', 'NNG'), ('을', 'JKO')]
4403	##000억원으로	[('#', 'SW'), ('#', 'SW'), ('000', 'SN'), ('억', 'NR'), ('원', 'NNB'), ('으로', 'JKB')]
4404	##i의	[('#', 'SW'), ('#', 'SW'), ('i', 'SL'), ('의', 'JKG')]
4405	여론의	[('여론', 'NNG'), ('의', 'JKG')]
4406	현대차는	[('현대차', 'NNP'), ('는', 'JX')]
4407	사진으로	[('사진', 'NNG'), ('으로', 'JKB')]
4408	성관계를	[('성', 'NNG'), ('관계', 'NNG'), ('를', 'JKO')]
4409	사례로	[('사례', 'NNG'), ('로', 'JKB')]
4410	확대에	[('확대', 'NNG'), ('에', 'JKB')]
4411	앞으로의	[('앞으로', 'NNP'), ('의', 'JKG')]
4412	속을	[('속', 'NNG'), ('을', 'JKO')]
4413	점검을	[('점검', 'NNG'), ('을', 'JKO')]
4414	역사는	[('역사', 'NNG'), ('는', 'JX')]
4415	##방식을	[('#', 'SW'), ('#', 'SW'), ('방식', 'NNP'), ('을', 'JKO')]
4416	위상을	[('위상', 'NNG'), ('을', 'JKO')]
4417	격차를	[('격차', 'NNG'), ('를', 'JKO')]
4418	프랑스는	[('프랑스', 'NNP'), ('는', 'JX')]
4419	측과	[('측', 'NNB'), ('과', 'JKB')]
4420	행진을	[('행진', 'NNG'), ('을', 'JKO')]
4421	3의	[('3', 'SN'), ('의', 'JKG')]
4422	##류와	[('#', 'SW'), ('#', 'SW'), ('류', 'NNP'), ('와', 'JC')]
4423	얘기도	[('얘기', 'NNG'), ('도', 'JX')]
4424	티켓을	[('티켓', 'NNP'), ('을', 'JKO')]
4425	물량을	[('물량', 'NNG'), ('을', 'JKO')]
4426	##갑을	[('#', 'SW'), ('#', 'SW'), ('갑', 'NNG'), ('을', 'JKO')]
4427	책임은	[('책임', 'NNG'), ('은', 'JX')]
4428	조치에	[('조치', 'NNG'), ('에', 'JKB')]
4429	것에서	[('것', 'NNB'), ('에서', 'JKB')]
4430	먹이를	[('먹이', 'NNG'), ('를', 'JKO')]
4431	과거와	[('과거', 'NNG'), ('와', 'JC')]
4432	블로그에	[('블로그', 'NNP'), ('에', 'JKB')]
4433	투자에	[('투자', 'NNG'), ('에', 'JKB')]
4434	명칭은	[('명칭', 'NNG'), ('은', 'JX')]
4435	핵실험을	[('핵실험', 'NNP'), ('을', 'JKO')]
4436	##환의	[('#', 'SW'), ('#', 'SW'), ('환', 'NNG'), ('의', 'JKG')]
4437	##피의	[('#', 'SW'), ('#', 'SW'), ('피', 'NNG'), ('의', 'JKG')]
4438	##전까지	[('#', 'SW'), ('#', 'SW'), ('전', 'NNP'), ('까지', 'JX')]
4439	##외의	[('#', 'SW'), ('#', 'SW'), ('외', 'NNB'), ('의', 'JKG')]
4440	손상을	[('손상', 'NNG'), ('을', 'JKO')]
4441	통증을	[('통증', 'NNG'), ('을', 'JKO')]
4442	필라델	[('필라', 'NNP'), ('데', 'NNB'), ('ㄹ', 'JKO')]
4443	이야기도	[('이야기', 'NNG'), ('도', 'JX')]
4444	몸으로	[('몸', 'NNG'), ('으로', 'JKB')]
4445	양측의	[('양측', 'NNG'), ('의', 'JKG')]
4446	불법으로	[('불법', 'NNG'), ('으로', 'JKB')]
4447	##래의	[('#', 'SW'), ('#', 'SW'), ('래', 'NNG'), ('의', 'JKG')]
4448	누구보다	[('누구', 'NP'), ('보다', 'JKB')]
4449	##버스를	[('#', 'SW'), ('#', 'SW'), ('버스', 'NNP'), ('를', 'JKO')]
4450	얼굴로	[('얼굴', 'NNG'), ('로', 'JKB')]
4451	##직에서	[('#', 'SW'), ('#', 'SW'), ('직', 'NNG'), ('에서', 'JKB')]
4452	사태의	[('사태', 'NNG'), ('의', 'JKG')]
4453	우선적으로	[('우선', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
4454	내에서도	[('내', 'NP'), ('에서', 'JKB'), ('도', 'JX')]
4455	경남도	[('경남', 'NNP'), ('도', 'JX')]
4456	치료에	[('치료', 'NNG'), ('에', 'JKB')]
4457	능력과	[('능력', 'NNG'), ('과', 'JC')]
4458	그러면서도	[('그러면서', 'MAJ'), ('도', 'JX')]
4459	사람들에	[('사람', 'NNG'), ('들', 'XSN'), ('에', 'JKB')]
4460	기온은	[('기온', 'NNP'), ('은', 'JX')]
4461	패러다	[('패', 'VV'), ('러', 'EC'), ('다', 'JX')]
4462	##하기만	[('#', 'SW'), ('#', 'SW'), ('하기', 'NNP'), ('만', 'JX')]
4463	##공으로	[('#', 'SW'), ('#', 'SW'), ('공', 'NNP'), ('으로', 'JKB')]
4464	운명을	[('운명', 'NNG'), ('을', 'JKO')]
4465	사회적으로	[('사회', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
4466	##만큼이나	[('#', 'SW'), ('#', 'SW'), ('만큼', 'JKB'), ('이나', 'JX')]
4467	학생과	[('학생', 'NNG'), ('과', 'JC')]
4468	중소기업의	[('중소기업', 'NNG'), ('의', 'JKG')]
4469	브랜드의	[('브랜드', 'NNP'), ('의', 'JKG')]
4470	점유율을	[('점유', 'NNG'), ('율', 'XSN'), ('을', 'JKO')]
4471	비판도	[('비판', 'NNG'), ('도', 'JX')]
4472	자신만의	[('자신', 'NNG'), ('만', 'JX'), ('의', 'JKG')]
4473	카드는	[('카드', 'NNG'), ('는', 'JX')]
4474	상황으로	[('상황', 'NNG'), ('으로', 'JKB')]
4475	##가격은	[('#', 'SW'), ('#', 'SW'), ('가격', 'NNP'), ('은', 'JX')]
4476	중단을	[('중단', 'NNG'), ('을', 'JKO')]
4477	년부터	[('년', 'NNB'), ('부터', 'JX')]
4478	비전을	[('비전', 'NNG'), ('을', 'JKO')]
4479	일본으로	[('일본', 'NNP'), ('으로', 'JKB')]
4480	내년에는	[('내년', 'NNG'), ('에', 'JKB'), ('는', 'JX')]
4481	변화와	[('변화', 'NNG'), ('와', 'JC')]
4482	조화를	[('조화', 'NNG'), ('를', 'JKO')]
4483	대다수의	[('대다수', 'NNG'), ('의', 'JKG')]
4484	##림에	[('#', 'SW'), ('#', 'SW'), ('림', 'NNP'), ('에', 'JKB')]
4485	접근을	[('접근', 'NNG'), ('을', 'JKO')]
4486	8월에	[('8월', 'NNP'), ('에', 'JKB')]
4487	사회는	[('사회', 'NNG'), ('는', 'JX')]
4488	##시험을	[('#', 'SW'), ('#', 'SW'), ('시험', 'NNP'), ('을', 'JKO')]
4489	##연금을	[('#', 'SW'), ('#', 'SW'), ('연금', 'NNP'), ('을', 'JKO')]
4490	##바를	[('#', 'SW'), ('#', 'SW'), ('바', 'NNB'), ('를', 'JKO')]
4491	##에게만	[('#', 'SW'), ('#', 'SW'), ('에게', 'JKB'), ('만', 'JX')]
4492	인간과	[('인간', 'NNG'), ('과', 'JC')]
4493	폭행을	[('폭행', 'NNG'), ('을', 'JKO')]
4494	##장에는	[('#', 'SW'), ('#', 'SW'), ('장', 'NNP'), ('에', 'JKB'), ('는', 'JX')]
4495	위원은	[('위원', 'NNG'), ('은', 'JX')]
4496	##기간은	[('#', 'SW'), ('#', 'SW'), ('기간', 'NNP'), ('은', 'JX')]
4497	영어를	[('영어', 'NNP'), ('를', 'JKO')]
4498	공격의	[('공격', 'NNG'), ('의', 'JKG')]
4499	기술에	[('기술', 'NNG'), ('에', 'JKB')]
4500	조정을	[('조정', 'NNG'), ('을', 'JKO')]
4501	절대적으로	[('절대', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]
4502	##편은	[('#', 'SW'), ('#', 'SW'), ('편', 'NNB'), ('은', 'JX')]
4503	가정을	[('가정', 'NNG'), ('을', 'JKO')]
4504	숨은	[('숨', 'NNG'), ('은', 'JX')]
4505	서비스의	[('서비스', 'NNG'), ('의', 'JKG')]
4506	##판에서는	[('#', 'SW'), ('#', 'SW'), ('판', 'NNP'), ('에서', 'JKB'), ('는', 'JX')]
4507	10월에	[('10월', 'NNP'), ('에', 'JKB')]
4508	바다로	[('바다', 'NNG'), ('로', 'JKB')]
4509	몸은	[('몸', 'NNG'), ('은', 'JX')]
4510	양상을	[('양상', 'NNG'), ('을', 'JKO')]
4511	지구를	[('지구', 'NNG'), ('를', 'JKO')]
4512	현대의	[('현대', 'NNP'), ('의', 'JKG')]
4513	현안에	[('현안', 'NNG'), ('에', 'JKB')]
4514	모자를	[('모자', 'NNG'), ('를', 'JKO')]
4515	시장과	[('시장', 'NNG'), ('과', 'JC')]
4516	풍경을	[('풍경', 'NNG'), ('을', 'JKO')]
4517	방송은	[('방송', 'NNG'), ('은', 'JX')]
4518	여성들의	[('여성', 'NNG'), ('들', 'XSN'), ('의', 'JKG')]
4519	##보이는	[('#', 'SW'), ('#', 'SW'), ('보이', 'NNP'), ('는', 'JX')]
4520	병에	[('병', 'NNG'), ('에', 'JKB')]
4521	공무원의	[('공무원', 'NNG'), ('의', 'JKG')]
4522	내로	[('내', 'NP'), ('로', 'JKB')]
4523	##기관과	[('#', 'SW'), ('#', 'SW'), ('기관', 'NNP'), ('과', 'JC')]
4524	예전에는	[('예전', 'NNG'), ('에', 'JKB'), ('는', 'JX')]
4525	##심사를	[('#', 'SW'), ('#', 'SW'), ('심사', 'NNP'), ('를', 'JKO')]
4526	연습을	[('연습', 'NNG'), ('을', 'JKO')]
4527	되길	[('되', 'VV'), ('기', 'ETN'), ('ㄹ', 'JKO')]
4528	대가를	[('대가', 'NNG'), ('를', 'JKO')]
4529	여론조사에서	[('여론', 'NNG'), ('조사', 'NNG'), ('에서', 'JKB')]
4530	##하고는	[('#', 'SW'), ('#', 'SW'), ('하고', 'JKB'), ('는', 'JX')]
4531	당기순	[('당', 'NNG'), ('기수', 'NNP'), ('ㄴ', 'JX')]
4532	상태의	[('상태', 'NNG'), ('의', 'JKG')]
4533	대응에	[('대응', 'NNG'), ('에', 'JKB')]
4534	부작용을	[('부작용', 'NNG'), ('을', 'JKO')]
4535	경쟁에	[('경쟁', 'NNG'), ('에', 'JKB')]
4536	함으로써	[('하', 'VV'), ('ㅁ', 'ETN'), ('으로써', 'JKB')]
4537	마련에	[('마련', 'NNG'), ('에', 'JKB')]
4538	4월에	[('4월', 'NNP'), ('에', 'JKB')]
4539	아쉬움을	[('아쉬움', 'NNG'), ('을', 'JKO')]
4540	외로	[('외', 'NNB'), ('로', 'JKB')]
4541	대회의	[('대회', 'NNG'), ('의', 'JKG')]
4542	계열의	[('계열', 'NNG'), ('의', 'JKG')]
4543	작업은	[('작업', 'NNG'), ('은', 'JX')]
4544	주인공의	[('주인공', 'NNG'), ('의', 'JKG')]
4545	취급을	[('취급', 'NNG'), ('을', 'JKO')]
4546	확산을	[('확산', 'NNG'), ('을', 'JKO')]
4547	증가에	[('증가', 'NNG'), ('에', 'JKB')]
4548	거액의	[('거액', 'NNG'), ('의', 'JKG')]
4549	있기도	[('있', 'VV'), ('기', 'ETN'), ('도', 'JX')]
4550	면모를	[('면모', 'NNG'), ('를', 'JKO')]
4551	##너의	[('#', 'SW'), ('#', 'SW'), ('너', 'NP'), ('의', 'JKG')]
4552	수법으로	[('수법', 'NNG'), ('으로', 'JKB')]
4553	##책은	[('#', 'SW'), ('#', 'SW'), ('책', 'NNG'), ('은', 'JX')]
4554	한국으로	[('한국', 'NNP'), ('으로', 'JKB')]
4555	스마트폰에	[('스마트폰', 'NNP'), ('에', 'JKB')]
4556	##큰술	[('#', 'SW'), ('#', 'SW'), ('크', 'VA'), ('ㄴ', 'ETM'), ('수', 'NNB'), ('ㄹ', 'JKO')]
4557	##내서	[('#', 'SW'), ('#', 'SW'), ('내', 'NP'), ('서', 'JKB')]
4558	##범의	[('#', 'SW'), ('#', 'SW'), ('범', 'NNG'), ('의', 'JKG')]
4559	나오기도	[('나오', 'VV'), ('기', 'ETN'), ('도', 'JX')]
4560	차례의	[('차례', 'NNG'), ('의', 'JKG')]
4561	전역에서	[('전역', 'NNP'), ('에서', 'JKB')]
4562	##직은	[('#', 'SW'), ('#', 'SW'), ('직', 'NNG'), ('은', 'JX')]
4563	기록에	[('기록', 'NNG'), ('에', 'JKB')]
4564	##제에서	[('#', 'SW'), ('#', 'SW'), ('제', 'XSN'), ('에서', 'JKB')]
4565	성격의	[('성격', 'NNG'), ('의', 'JKG')]
4566	플레이어는	[('플레이어', 'NNP'), ('는', 'JX')]
4567	##파인	[('#', 'SW'), ('#', 'SW'), ('파이', 'NNP'), ('ㄴ', 'JX')]
4568	##군에게	[('#', 'SW'), ('#', 'SW'), ('군', 'NNG'), ('에게', 'JKB')]
4569	외교부는	[('외교부', 'NNG'), ('는', 'JX')]
4570	교수를	[('교수', 'NNG'), ('를', 'JKO')]
4571	3월에	[('3월', 'NNP'), ('에', 'JKB')]
4572	회담에서	[('회담', 'NNG'), ('에서', 'JKB')]
4573	추억을	[('추억', 'NNG'), ('을', 'JKO')]
4574	보험료를	[('보험료', 'NNP'), ('를', 'JKO')]
4575	공간에서	[('공간', 'NNG'), ('에서', 'JKB')]
4576	##공사의	[('#', 'SW'), ('#', 'SW'), ('공사', 'NNP'), ('의', 'JKG')]
4577	##신에	[('#', 'SW'), ('#', 'SW'), ('신', 'NNP'), ('에', 'JKB')]
4578	하락세를	[('하락세', 'NNG'), ('를', 'JKO')]
4579	##층으로	[('#', 'SW'), ('#', 'SW'), ('층', 'XSN'), ('으로', 'JKB')]
4580	##대회에	[('#', 'SW'), ('#', 'SW'), ('대회', 'NNG'), ('에', 'JKB')]
4581	##씨도	[('#', 'SW'), ('#', 'SW'), ('씨', 'NNB'), ('도', 'JX')]
4582	기자는	[('기자', 'NNG'), ('는', 'JX')]
4583	국정원의	[('국정원', 'NNG'), ('의', 'JKG')]
4584	소비에	[('소비', 'NNG'), ('에', 'JKB')]
4585	능력에	[('능력', 'NNG'), ('에', 'JKB')]
4586	사랑과	[('사랑', 'NNG'), ('과', 'JC')]
4587	대표도	[('대표', 'NNG'), ('도', 'JX')]
4588	##턴은	[('#', 'SW'), ('#', 'SW'), ('턴', 'NNG'), ('은', 'JX')]
4589	10월부터	[('10월', 'NNP'), ('부터', 'JX')]
4590	##센터의	[('#', 'SW'), ('#', 'SW'), ('센터', 'NNP'), ('의', 'JKG')]
4591	정당의	[('정당', 'NNG'), ('의', 'JKG')]
